,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
373,Parvaz Park,City park,4.1,69.0,"City park, Tourist attraction","Parvaz Park, QG9C+JRR, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Nature,282.9,4.39,"Hamedan, Malayer, Tuyserkan"
374,Mishan Plain,Scenic spot,4.7,59.0,Scenic spot,"Mishan Plain, QC9F+9P9, Hamedan, Hamadan Province",Hamedan,Iran,Hamedan,,Nature,277.3,4.39,"Hamedan, Malayer, Tuyserkan"
375,Imam Reza Holy Shrine,Shrine,4.8,17695.0,"Shrine, Pilgrimage place, Religious destination","Imam Reza Holy Shrine, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Religious,84936.0,4.78,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
376,Tomb of Ferdowsi,Tourist attraction,4.6,2588.0,"Tourist attraction, Garden","Tomb of Ferdowsi, FGP9+C2C, Tous, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Entertainment,11904.8,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
377,Malek House,Tourist attraction,4.1,156.0,"Tourist attraction, Historical place","Razavi Khorasan Province, Mashhad, Emam Khomeini St, 7HPX+CM7 Malek House",Mashhad,Iran,Razavi Khorasan,,Entertainment,639.5999999999999,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
378,Koohsangi Park,Park,4.5,1437.0,Park,"Koohsangi Park, 7HH5+QC7, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Nature,6466.5,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
379,Mellat Park,City park,4.5,758.0,"City park, Tourist attraction","Razavi Khorasan Province, Mashhad, Vakil Abad Blvd., 8GCQ+94R Mellat Park",Mashhad,Iran,Razavi Khorasan,,Nature,3411.0,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
380,Vakilabad Garden,Park,4.5,600.0,"Park, Tourist attraction","Razavi Khorasan Province, mnTqh 9, mshhd,, Vakilabad Garden",Mashhad,Iran,Razavi Khorasan,,Nature,2700.0,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
381,Green Dome,Shrine,4.2,552.0,"Shrine, Historical place, Mosque, Place of worship, Tourist attraction","Razavi Khorasan Province, Mashhad, Gonbad Sabz Square, 7JP3+F3M Green Dome",Mashhad,Iran,Razavi Khorasan,,Religious,2318.4,4.78,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
382,Daroogheh Historical House,Historical place,4.4,511.0,Historical place,"Daroogheh Historical House, 7JPC+WWH District Samen, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Cultural,2248.4,4.35,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
383,Mashhad Old Mosalla,Tourist attraction,4.1,290.0,"Tourist attraction, Cultural center, Historical place, Museum","Razavi Khorasan Province, Mashhad, Jalaliyeh, Mosalla Blvd, 7JGH+X9H Mashhad Old Mosalla",Mashhad,Iran,Razavi Khorasan,,Entertainment,1189.0,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
384,Flowers Garden,Garden,4.1,229.0,"Garden, Theme park, Tourist attraction","Razavi Khorasan Province, Mashhad, Moallem, byn 71 w 73, Moalem, Flowers Garden",Mashhad,Iran,Razavi Khorasan,,Nature,938.8999999999999,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
385,Vahdat Park,Park,4.1,224.0,"Park, Tourist attraction","Vahdat Park, 7JMH+MJX Jalaliyeh, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Nature,918.3999999999999,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
386,Khorshid Park,Park,4.4,199.0,"Park, Tourist attraction","Razavi Khorasan Province, Mashhad, Ab o Bargh Mountain Stairs, 8F5M+2V3 Khorshid Park",Mashhad,Iran,Razavi Khorasan,,Nature,875.6,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
387,Mirza Kouchak Khan Park,Park,4.1,189.0,"Park, Tourist attraction","Mirza Kouchak Khan Park, 7JG7+WG8, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Nature,774.9,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
388,Naqqareh Khaneh,Tourist attraction,4.7,117.0,Tourist attraction,"Naqqareh Khaneh, 7JQ8+7H4 District Samen, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Entertainment,549.9,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
389,Golha Park,Park,4.1,115.0,"Park, Tourist attraction","Razavi Khorasan Province, Mashhad, blwr dnshjw, 8GH3+XMC Golha Park",Mashhad,Iran,Razavi Khorasan,,Nature,471.49999999999994,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
390,Bagh Melli Park,Park,4.3,112.0,"Park, Tourist attraction","Bagh Melli Park, 7HQX+RWC, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Nature,481.59999999999997,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
391,Gonbad Kheshti,Historical place,4.1,108.0,"Historical place, Mosque, Tourist attraction","Gonbad Kheshti, 7JRC+797, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Cultural,442.79999999999995,4.35,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
392,abshr rtkhnd,Tourist attraction,4.4,104.0,Tourist attraction,"Razavi Khorasan Province, Bagh Kand, Unnamed Road, RQ5C+85F abshr rtkhnd",Mashhad,Iran,Razavi Khorasan,,Entertainment,457.6,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
393,Chehel Bazeh Park,Park,4.6,100.0,"Park, Tourist attraction","Chehel Bazeh Park, 8FV9+XG8 District 11, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Nature,459.99999999999994,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
394,Ivan Gold,Tourist attraction,4.9,98.0,Tourist attraction,"Razavi Khorasan Province, Mashhad, District Samen, rDwy SHn nqlb, 7JQ8+78V Ivan Gold",Mashhad,Iran,Razavi Khorasan,,Entertainment,480.20000000000005,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
395,Martyrs' Square,Tourist attraction,4.1,84.0,"Tourist attraction, City Hall, Plaza","Martyrs' Square, 7JX4+59X, Mashhad, Razavi Khorasan Province",Mashhad,Iran,Razavi Khorasan,,Entertainment,344.4,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
396,Behesht Park,Park,4.4,59.0,"Park, Tourist attraction","Razavi Khorasan Province, Mashhad, Mofatteh Blvd, 7MR2+MQ5 Behesht Park",Mashhad,Iran,Razavi Khorasan,,Nature,259.6,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
397,Mehriz Old Cedar,Tourist attraction,4.3,60.0,Tourist attraction,"Yazd Province, Mehriz, Mehriz - Anar Expy, HFH7+7QM Mehriz Old Cedar",Yazd,Iran,Yazd,,Entertainment,258.0,4.43,"Ardakan, Meybod, Yazd"
398,Dowlat Abad Garden,Tourist attraction,4.5,2591.0,Tourist attraction,"Dowlat Abad Garden, W932+P47, Yazd, Yazd Province",Yazd,Iran,Yazd,,Entertainment,11659.5,4.43,"Ardakan, Meybod, Yazd"
399,Amir Chaghmagh Complex,Historical landmark,4.4,2591.0,"Historical landmark, Historical place museum, Tourist attraction","Amir Chaghmagh Complex, V9VC+923, Yazd, Yazd Province",Yazd,Iran,Yazd,,Cultural,11400.400000000001,4.45,"Ardakan, Meybod, Yazd"
400,Zoroastrian Fire Temple of Yazd,Parsi temple,4.5,2084.0,"Parsi temple, Historical place, Place of worship, Tourist attraction","Yazd Province, Yazd, Kashani Rd, No. khybn, V9JF+GGR Zoroastrian Fire Temple of Yazd",Yazd,Iran,Yazd,,Religious,9378.0,4.55,"Ardakan, Meybod, Yazd"
401,Jameh Mosque of Yazd,Mosque,4.6,2015.0,"Mosque, Tourist attraction","Yazd Province, Yazd, Masjed Jame' St, Jameh Mosque of Yazd",Yazd,Iran,Yazd,,Religious,9269.0,4.55,"Ardakan, Meybod, Yazd"
402,Zoroastrians Towers of Silence,Historical landmark,4.6,792.0,"Historical landmark, Historical place, Tourist attraction","Zoroastrians Towers of Silence, Yazd",Yazd,Iran,Yazd,,Cultural,3643.2,4.45,"Ardakan, Meybod, Yazd"
403,Quran Gate,Tourist attraction,4.2,551.0,Tourist attraction,"Yazd Province, Yazd, drwzh qran, W8Q5+Q6J Quran Gate",Yazd,Iran,Yazd,,Entertainment,2314.2000000000003,4.43,"Ardakan, Meybod, Yazd"
404,"Yazd Water Museum, kolahdoozha home",Museum,4.3,425.0,"Museum, Tourist attraction","Yazd Province, Yazd, Qiyam, V9W9+294 Yazd Water Museum, kolahdoozha home",Yazd,Iran,Yazd,,Cultural,1827.5,4.45,"Ardakan, Meybod, Yazd"
405,Clock Tower,Tourist attraction,4.1,212.0,Tourist attraction,"Yazd Province, Yazd, Mahdi, V9XC+HPH Clock Tower",Yazd,Iran,Yazd,,Entertainment,869.1999999999999,4.43,"Ardakan, Meybod, Yazd"
406,Zoroastrians History and Culture Museum,Museum,4.7,176.0,"Museum, Tourist attraction","Zoroastrians History and Culture Museum, V9J8+PQ6, Yazd, Yazd Province",Yazd,Iran,Yazd,,Cultural,827.2,4.45,"Ardakan, Meybod, Yazd"
407,Historical context of Yazd,Tourist attraction,4.8,78.0,Tourist attraction,"Yazd Province, Yazd, Unnamed Road, W949+P4J Historical context of Yazd",Yazd,Iran,Yazd,,Entertainment,374.4,4.43,"Ardakan, Meybod, Yazd"
408,Khan garden,Tourist attraction,4.3,57.0,Tourist attraction,"Khan garden, R7RW+GC5, Yazd, Yazd Province",Yazd,Iran,Yazd,,Entertainment,245.1,4.43,"Ardakan, Meybod, Yazd"
409,Amir Chakhmagh Water Reservoir,Tourist attraction,4.5,57.0,Tourist attraction,"Amir Chakhmagh Water Reservoir, V9V9+QM4, Yazd, Yazd Province",Yazd,Iran,Yazd,,Entertainment,256.5,4.43,"Ardakan, Meybod, Yazd"
410,Old City of Yazd,Tourist attraction,4.6,53.0,Tourist attraction,"Old City of Yazd, W92C+P59, Yazd, Yazd Province",Yazd,Iran,Yazd,,Entertainment,243.79999999999998,4.43,"Ardakan, Meybod, Yazd"
411,Dar-e Anjir Wildlife Refuge,Wildlife refuge,4.2,53.0,"Wildlife refuge, National park, Tourist attraction","Dar-e Anjir Wildlife Refuge, 4M3W+WC4, Hoseynabad, Yazd Province",Yazd,Iran,Yazd,,Nature,222.60000000000002,4.2,"Ardakan, Meybod, Yazd"
412,Tangeh Daar,Tourist attraction,4.6,450.0,Tourist attraction,"Tangeh Daar, JFH2+CFG, Chalus, Mazandaran Province",Chalus,Iran,Mazandaran,,Entertainment,2070.0,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
413,Radio Darya Beach,Public beach,4.1,401.0,"Public beach, Tourist attraction","Radio Darya Beach, MCJP+8W7, Chalus, Mazandaran Province",Chalus,Iran,Mazandaran,,Nature,1644.1,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
414,Qasr-e Bahram Caravanserai,Tourist attraction,4.6,209.0,Tourist attraction,"Qasr-e Bahram Caravanserai, Q58G+4V6, Semnan Province",Garmsar,Iran,Semnan,,Entertainment,961.4,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
415,Garmsar Salt Cave,Tourist attraction,4.4,195.0,Tourist attraction,"Semnan Province, Unnamed Road, 65W3+PXX Garmsar Salt Cave",Garmsar,Iran,Semnan,,Entertainment,858.0000000000001,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
416,Kavir National Park,National park,4.3,132.0,"National park, Tourist attraction","Kavir National Park, JC6W+3J7, Semnan Province",Garmsar,Iran,Semnan,,Nature,567.6,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
417,Dehnamak Caravanserai,Historical landmark,4.1,125.0,"Historical landmark, Tourist attraction","Semnan Province, Semnan, Unnamed Rd, 7P4J+3CG Dehnamak Caravanserai",Garmsar,Iran,Semnan,,Cultural,512.5,4.1,"Garmsar, Semnan, Shahroud, Shahrud"
418,Asef Vaziri Monument,Museum,4.4,233.0,"Museum, Culture, Historical place, Historical society, History museum, Tourist attraction","Kurdistan Province, Sanandaj, Imam, 8X9W+JFQ Asef Vaziri Monument",Sanandaj,Iran,Kurdistan,,Cultural,1025.2,4.37,"Kamyaran, Sanandaj"
419,Khosro Abad Mansion,Historical landmark,4.4,224.0,"Historical landmark, Historical place, Tourist attraction","Kurdistan Province, Sanandaj, Khosro Abad, khnqh, 8X8M+5HG Khosro Abad Mansion",Sanandaj,Iran,Kurdistan,,Cultural,985.6000000000001,4.37,"Kamyaran, Sanandaj"
420,Grand Bazaar Of Sanandaj,Bazar,4.2,202.0,Bazar,"Kurdistan Province, Sanandaj, Shohada St, 8282+G6J Grand Bazaar Of Sanandaj",Sanandaj,Iran,Kurdistan,,Entertainment,848.4000000000001,4.41,"Kamyaran, Sanandaj"
421,Sanandaj Museum,Museum,4.2,138.0,"Museum, Historical place museum, Tourist attraction","Kurdistan Province, Sanandaj, Habibi Alley, 8X9V+8QQ Sanandaj Museum",Sanandaj,Iran,Kurdistan,,Cultural,579.6,4.37,"Kamyaran, Sanandaj"
422,Palangan Tourist Village,Tourist attraction,4.6,115.0,Tourist attraction,"Kurdistan Province, kamyaran, 3J83+RW8, Palangan, Palangan Tourist Village",Sanandaj,Iran,Kurdistan,,Entertainment,529.0,4.41,"Kamyaran, Sanandaj"
423,Abider Memories Gallery,Tourist attraction,4.4,107.0,Tourist attraction,"Abider Memories Gallery, 8X68+JG7, Sanandaj, Kurdistan Province",Sanandaj,Iran,Kurdistan,,Entertainment,470.8,4.41,"Kamyaran, Sanandaj"
424,Quba Grand Mosque,Mosque,4.2,65.0,"Mosque, Tourist attraction","Quba Grand Mosque, 7XCQ+48R Baharan Town, Sanandaj, Kurdistan Province",Sanandaj,Iran,Kurdistan,,Religious,273.0,4.2,"Kamyaran, Sanandaj"
425,Urmia Forest Park,City park,4.3,332.0,"City park, Tourist attraction","Urmia Forest Park, G3FM+PV7, Urmia, West Azerbaijan Province",Urmia,Iran,West Azarbaijan,,Nature,1427.6,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
426,Saint Mary Church,Church,4.4,288.0,"Church, Tourist attraction","West Azerbaijan Province, Urmia, Danesh St, Kelisa ALY, Saint Mary Church",Urmia,Iran,West Azarbaijan,,Religious,1267.2,4.37,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
427,Se Gonbad Tomb Tower,Historical place,4.2,219.0,"Historical place, Dome, Tourist attraction","West Azerbaijan Province, Urmia, Unnamed Road, G3VG+8G3 Se Gonbad Tomb Tower",Urmia,Iran,West Azarbaijan,,Cultural,919.8000000000001,4.26,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
428,tnwr drmny mHmdy,Tourist attraction,5.0,204.0,Tourist attraction,"tnwr drmny mHmdy, J35X+PF3, Sheykh Teymur, West Azerbaijan Province",Urmia,Iran,West Azarbaijan,,Entertainment,1020.0,4.58,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
429,Urmia Museum,Museum,4.3,169.0,"Museum, Tourist attraction","West Azerbaijan Province, Urmia, Beheshti Ave, G3P8+7FP Urmia Museum",Urmia,Iran,West Azarbaijan,,Cultural,726.6999999999999,4.26,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
430,Ellarbaghi Park Urmia,Park,4.4,141.0,"Park, Tourist attraction","Ellarbaghi Park Urmia, G3PW+GRF, Urmia, West Azerbaijan Province",Urmia,Iran,West Azarbaijan,,Nature,620.4000000000001,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
431,Urmia Historical Bazaar,Bazar,4.3,128.0,"Bazar, Market","West Azerbaijan Province, Urmia, khybn mm, H32F+5CV Urmia Historical Bazaar",Urmia,Iran,West Azarbaijan,,Entertainment,550.4,4.58,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
432,Sa'at Park,Park,4.1,91.0,"Park, Tourist attraction","West Azerbaijan Province, Urmia, shhd, H396+QR8 Sa'at Park",Urmia,Iran,West Azarbaijan,,Nature,373.09999999999997,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
433,Forest Park,Park,4.4,74.0,"Park, Tourist attraction","West Azerbaijan Province, Urmia, Alborz St, G4G2+M99 Forest Park",Urmia,Iran,West Azarbaijan,,Nature,325.6,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
434,Guller Baghi,City park,4.4,67.0,City park,"Guller Baghi, G3G2+Q62, Urmia, West Azerbaijan Province",Urmia,Iran,West Azarbaijan,,Nature,294.8,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
435,Museum of Anthropology,Museum,4.2,55.0,"Museum, Tourist attraction","West Azerbaijan Province, Urmia, ylt, G3V7+PVG Museum of Anthropology",Urmia,Iran,West Azarbaijan,,Cultural,231.0,4.26,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
436,Sardar Mosque,Mosque,4.2,54.0,"Mosque, Tourist attraction","Sardar Mosque, Urmia, West Azerbaijan Province",Urmia,Iran,West Azarbaijan,,Religious,226.8,4.37,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
437,Vank Cathedral - Armenian Apostolic Church,Armenian church,4.6,3369.0,"Armenian church, Cathedral, Tourist attraction","Isfahan Province, Isfahan, Vank Church Alley, Vank Cathedral - Armenian Apostolic Church",Isfahan,Iran,Isfahan,,Religious,15497.4,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
438,Manar Jonban,Tourist attraction,4.3,1339.0,Tourist attraction,"Isfahan, stn Sfhn stn Sfhn, Sfhn, khrldn, mnrjnbn, blwr atshgh,, MH2V+3JG Manar Jonban",Isfahan,Iran,Isfahan,,Entertainment,5757.7,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
439,Jame' Mosque of Isfahan,Mosque,4.7,902.0,"Mosque, Tourist attraction","Isfahan Province, Isfahan, Majlesi St, MM9P+V3C Jame' Mosque of Isfahan",Isfahan,Iran,Isfahan,,Religious,4239.400000000001,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
440,Soffeh Mountain Park,Park,4.5,529.0,"Park, Tourist attraction","Isfahan Province, Isfahan, Soffeh Expy, HMV3+J2J Soffeh Mountain Park",Isfahan,Iran,Isfahan,,Nature,2380.5,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
441,Ali Qoli Aqa Historical Bath,Tourist attraction,4.4,366.0,"Tourist attraction, History museum","Isfahan Province, Isfahan, Bid Abadi St, MM98+7XF Ali Qoli Aqa Historical Bath",Isfahan,Iran,Isfahan,,Entertainment,1610.4,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
442,Mollabashi Historical House,Tourist attraction,4.2,341.0,Tourist attraction,"Isfahan, Isfahan Motamedi boutique hotel ,Mollabashi alley, W Hasht Behesht St, MM3P+8CQ Mollabashi Historical House",Isfahan,Iran,Isfahan,,Entertainment,1432.2,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
443,Si-o-Se Pol Bridge,Bridge,4.6,7152.0,"Bridge, Monument, Tourist attraction","Isfahan Province, Isfahan, Enghelab Sq Chahar Bagh e Abbasi St, JMV8+QX8 Si-o-Se Pol Bridge",Isfahan,Iran,Isfahan,,Cultural,32899.2,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
444,Khajoo Bridge,Tourist attraction,4.7,3776.0,"Tourist attraction, Archaeological site, Historical place","Isfahan Province, Isfahan, Khajoo Bridge, JMPM+P8H Khajoo Bridge",Isfahan,Iran,Isfahan,,Entertainment,17747.2,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
445,Isfahan Aquarium,Aquarium,4.3,1851.0,"Aquarium, Tourist attraction","Isfahan Province, Isfahan, Nazhvan, Olfat St, Isfahan Aquarium, Nazhwan Park",Isfahan,Iran,Isfahan,,Entertainment,7959.299999999999,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
446,Isfahan Birds Garden,Bird watching area,4.3,1830.0,"Bird watching area, Park, Tourist attraction","Isfahan, nSrabd, Sfhn, stn Sfhn,, JJR5+527 Isfahan Birds Garden",Isfahan,Iran,Isfahan,,Nature,7869.0,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
447,Aali Qapu Palace,Historical place museum,4.7,1751.0,"Historical place museum, Historical landmark, Tourist attraction","Aali Qapu Palace, MM4G+RM6, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Cultural,8229.7,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
448,Fire Temple of Isfahan,Historical landmark,4.2,1352.0,"Historical landmark, Tourist attraction","Fire Temple of Isfahan, JHXC+696, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Cultural,5678.400000000001,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
449,Hasht Behesht Palace,Historical landmark,4.5,1244.0,"Historical landmark, Tourist attraction","Isfahan Province, Isfahan, Chahar Bagh e Abbasi St, MM3C+933 Hasht Behesht Palace",Isfahan,Iran,Isfahan,,Cultural,5598.0,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
450,Shah Mosque,Mosque,4.8,1154.0,"Mosque, Historical landmark","Isfahan Province Isfahan Dl` jnwby, mydn, No. No, Shah Mosque",Isfahan,Iran,Isfahan,,Religious,5539.2,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
451,Sheikh Lotfollah Mosque,Mosque,4.8,1133.0,"Mosque, Tourist attraction","Isfahan Province, Isfahan, mydn msjd shykh lTf llh, MM4H+WFR Sheikh Lotfollah Mosque",Isfahan,Iran,Isfahan,,Religious,5438.4,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
452,Naqsh-e Jahan Square,Tourist attraction,4.8,630.0,Tourist attraction,"Isfahan, Square, Naqsh-e Jahan Square",Isfahan,Iran,Isfahan,,Entertainment,3024.0,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
453,Seyyed Mosque,Mosque,4.3,566.0,"Mosque, Place of worship, Religious destination, Tourist attraction","Isfahan Province, Isfahan, Masjed Seyyed St, MM77+WGR Seyyed Mosque",Isfahan,Iran,Isfahan,,Religious,2433.7999999999997,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
454,Nazhvan Park,Park,4.5,488.0,"Park, Tourist attraction","Nazhvan Park, JJQQ+457 Nazhvan, Isfahan",Isfahan,Iran,Isfahan,,Nature,2196.0,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
455,Isfahan Music Museum,Museum,4.6,345.0,"Museum, Tourist attraction","Isfahan Province, Isfahan, Hasht Behesht Complex, Chahar Bagh e Abbasi St, Isfahan Music Museum",Isfahan,Iran,Isfahan,,Cultural,1586.9999999999998,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
456,Felezi Bridge,Bridge,4.4,336.0,"Bridge, Tourist attraction","Isfahan Province, Isfahan, Felezi Bridge, JMV3+578 Felezi Bridge",Isfahan,Iran,Isfahan,,Cultural,1478.4,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
457,Chubi Bridge,Bridge,4.7,327.0,"Bridge, Tourist attraction","Isfahan Province, Isfahan, Joui Bridge, JMQG+5XM Chubi Bridge",Isfahan,Iran,Isfahan,,Cultural,1536.9,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
458,Holy Bethlehem Church,Armenian church,4.5,275.0,"Armenian church, Historical landmark, Tourist attraction","Isfahan Province, Isfahan, Middli Nazar St.-Tohid St., Tohid St, No. Middli Nazar St., Holy Bethlehem Church",Isfahan,Iran,Isfahan,,Religious,1237.5,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
459,Ghadir Garden,City park,4.4,243.0,"City park, Tourist attraction","Isfahan Province, Isfahan, E Allameh Amini St, JPV7+2Q2 Ghadir Garden",Isfahan,Iran,Isfahan,,Nature,1069.2,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
460,Qeysarie Gate,Tourist attraction,4.7,236.0,Tourist attraction,"Isfahan Province, Isfahan, mydn, MM6G+4P4 Qeysarie Gate",Isfahan,Iran,Isfahan,,Entertainment,1109.2,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
461,Moshirolmolk historical house,Museum,4.5,208.0,"Museum, Tourist attraction","Moshirolmolk historical house, MM7J+6M2, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Cultural,936.0,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
462,Hakim Mosque,Historical landmark,4.6,206.0,"Historical landmark, Archaeological museum, Tourist attraction","Isfahan nthy rngrzn, Hakim St, Hakim Mosque",Isfahan,Iran,Isfahan,,Cultural,947.5999999999999,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
463,Mardavij Pigeon Tower,Historical landmark,4.5,195.0,"Historical landmark, Tourist attraction","Isfahan Province, Isfahan, Mardavij St, JM8C+523 Mardavij Pigeon Tower",Isfahan,Iran,Isfahan,,Cultural,877.5,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
